cancer_code,subtype,symbol,role,agent,agent_class,phase,treatment_path_tier,line_of_therapy,eligibility_note,indication,rationale,source
THYM,,GTF2I,biomarker,,,,,,,,Thymoma-specific chromosome 7 L424H mutation — indolent-behavior predictor,PMID:24974848
THYM,,CD5,biomarker,,,,,,,,Diffuse CD5+ in thymic carcinoma — distinguishes from thymoma,PMID:7519823
THYM,,KIT,biomarker,,,,,,,,Diffuse CD117 in thymic carcinoma — distinguishes from thymoma,PMID:14991904
THYM,,MCM2,biomarker,,,,,,,,Proliferation marker — correlated with histologic grade in thymoma,PMID:25455993
THYM,,VEGFA,target,sunitinib,small_molecule,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,thymic carcinoma (limited thymoma),VEGFR/PDGFR/KIT TKI — approved 2016; myasthenia-flare caution,PMID:27237035
THYM,,PDCD1,target,pembrolizumab,antibody,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,thymic carcinoma,Approved in thymic carcinoma; NOT thymoma (severe myasthenia flare risk),PMID:29395863
THYM,,KIT,target,sunitinib,small_molecule,phase_2,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,thymic carcinoma,TKI activity in KIT-mut thymic carcinoma — secondary endpoint,PMID:27237035
UCS,,TP53,biomarker,,,,,,,,Mutation in ~90% UCS — near-universal,PMID:24185509
UCS,,PIK3CA,biomarker,,,,,,,,Recurrent activating mutation; PI3K-pathway driver,PMID:24185509
UCS,,ERBB2,biomarker,,,,,,,,HER2 amplification in subset — trastuzumab-deruxtecan candidate,PMID:38991945
UCS,,PPP2R1A,biomarker,,,,,,,,Recurrent mutation in UCS + serous endometrial — distinctive from endometrioid,PMID:24185509
UCS,,FBXW7,biomarker,,,,,,,,Recurrent mutation; tumor suppressor inactivation,PMID:24185509
UCS,,TYMS,target,carboplatin + paclitaxel,small_molecule,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,advanced UCS,GOG-261 — superior to ifosfamide + paclitaxel; current SOC,PMID:35007153
UCS,,ERBB2,target,trastuzumab deruxtecan,ADC,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,HER2-low / HER2+ endometrial / UCS,DESTINY-PanTumor trial basket — approved 2024 HER2 expressing solid tumors,PMID:37870536
UCS,,PDCD1,target,pembrolizumab + lenvatinib,antibody,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,pMMR advanced endometrial (incl UCS),KEYNOTE-775 — advanced endometrial/UCS after prior platinum,PMID:41714113
UCS,,PDCD1,target,dostarlimab,antibody,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,dMMR / MSI-H endometrial / UCS,GARNET — approved 2021 in dMMR endometrial,PMID:35064011
UVM,,GNAQ,biomarker,,,,,,,,Q209/R183 activating mutation — defining UVM driver (~50%),PMID:21083380
UVM,,GNA11,biomarker,,,,,,,,Q209/R183 activating mutation — complementary to GNAQ (~40%),PMID:21083380
UVM,,BAP1,biomarker,,,,,,,,Loss — strong predictor of monosomy-3 metastasis phenotype,PMID:21051595
UVM,,SF3B1,biomarker,,,,,,,,R625 hotspot mutation — intermediate metastatic risk; distinct from BAP1 class,PMID:31563544
UVM,,EIF1AX,biomarker,,,,,,,,Mutation — low-risk subset; mutually exclusive with BAP1 loss,PMID:31563544
UVM,,PMEL,biomarker,,,,,,,,gp100 — melanocyte lineage; tebentafusp epitope target (HLA-A*02:01+),PMID:42163062
UVM,,PMEL,target,tebentafusp,bispecific,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,HLA-A*02:01+ metastatic UVM,Gp100 × CD3 bispecific — first approved targeted UVM agent,PMID:42163062
UVM,,PDCD1,target,pembrolizumab + ipilimumab,antibody,phase_2,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,metastatic UVM,Checkpoint combinations — limited but documented responses,PMID:41228313
UVM,,PRKCB,target,darovasertib (IDE196),small_molecule,phase_3,late_clinical,late_clinical,late-clinical follow-up; confirm trial or local availability,metastatic UVM,Protein kinase C inhibitor — GNAQ/GNA11 pathway; phase 3 ongoing,PMID:38198520
LUSC,,TP53,biomarker,,,,,,,,Near-universal mutation (~80%) — dominant driver of LUSC,PMID:22960745
LUSC,,PIK3CA,biomarker,,,,,,,,Recurrent activating mutation / amplification; PI3K-pathway driver,PMID:22960745
LUSC,,SOX2,biomarker,,,,,,,,3q amplification — squamous-lineage oncogene; ~20% LUSC,PMID:22960745
LUSC,,FGFR1,biomarker,,,,,,,,Amplification in ~20% LUSC — historical FGFR-inhibitor trials,PMID:22960745
LUSC,,KEAP1,biomarker,,,,,,,,Loss-of-function — cold-immune phenotype; co-occurs with STK11 axis,PMID:35351670
LUSC,,NFE2L2,biomarker,,,,,,,,Gain-of-function — oxidative-stress resistance; IO-refractory,PMID:35351670
LUSC,,CDKN2A,biomarker,,,,,,,,9p21 deletion — common in LUSC; IO-cold axis,PMID:22960745
LUSC,,PTEN,biomarker,,,,,,,,Loss in ~10% LUSC — PI3K activation,PMID:22960745
LUSC,,PDCD1,target,pembrolizumab + chemotherapy,antibody,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,advanced LUSC,KEYNOTE-407 — first-line pembrolizumab + carboplatin + taxane,PMID:30280635
LUSC,,PDCD1,target,cemiplimab,antibody,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,PD-L1>=50% advanced LUSC,EMPOWER-Lung 1 — first-line PD-L1 high monotherapy,PMID:33581821
LUSC,,PDCD1,target,nivolumab + ipilimumab,antibody,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,advanced NSCLC,CheckMate-227 — first-line IO combination for advanced LUSC,PMID:31562796
LUSC,,VEGFA,target,atezolizumab + bevacizumab + chemo,antibody,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,non-squamous NSCLC (LUAD),IMpower150 — approved in LUAD; LUSC generally receives non-bevacizumab regimens (bleeding risk),PMID:29863955
LUSC,,FGFR1,target,AZD4547,small_molecule,phase_2,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,FGFR1-amp LUSC,FGFR-selective TKI — mixed results historically; trials largely negative,PMID:31195180
MM,,CD38,biomarker,,,,,,,,Near-universal surface on plasma cells — daratumumab / isatuximab epitope,PMID:26308596
MM,,TNFRSF17,biomarker,,,,,,,,BCMA — plasma-cell restricted; BCMA-directed therapy target,PMID:41405507
MM,,SLAMF7,biomarker,,,,,,,,Elotuzumab target — expressed on myeloma + NK cells,PMID:19723891
MM,,FCRH5,biomarker,,,,,,,,FcRH5 — lineage-restricted; cevostamab bispecific target,PMID:37537597
MM,,GPRC5D,biomarker,,,,,,,,Plasma-cell lineage — talquetamab target; differential expression vs normal plasma,PMID:41405507
MM,,MYC,biomarker,,,,,,,,Translocations (~15%); MYC-IGH or rearrangements drive aggressive disease,PMID:38212176
MM,,CCND1,biomarker,,,,,,,,t(11;14) CCND1-IGH — venetoclax-sensitive subset,PMID:30076373
MM,,FGFR3,biomarker,,,,,,,,t(4;14) FGFR3-IGH — high-risk subset,PMID:9207791
MM,,TP53,biomarker,,,,,,,,del(17p) or mutation — high-risk; venetoclax + selinexor rationale,PMID:33080624
MM,,TNFRSF17,target,teclistamab,bispecific,approved,approved_later_line,later_line_approved,confirm prior therapies and indication-specific eligibility,R/R multiple myeloma,BCMA x CD3 bispecific — approved 2022; MajesTEC-1 trial,PMID:34388396
MM,,TNFRSF17,target,elranatamab,bispecific,approved,approved_later_line,later_line_approved,confirm prior therapies and indication-specific eligibility,R/R multiple myeloma,BCMA x CD3 bispecific — approved 2023; MagnetisMM-3 trial,PMID:37582952
MM,,TNFRSF17,target,cilta-cel (ciltacabtagene autoleucel),CAR-T,approved,approved_later_line,later_line_approved,confirm prior therapies and indication-specific eligibility,R/R multiple myeloma,BCMA CAR-T — approved 2022; CARTITUDE-1 trial,PMID:34175021
MM,,TNFRSF17,target,ide-cel (idecabtagene vicleucel),CAR-T,approved,approved_later_line,later_line_approved,confirm prior therapies and indication-specific eligibility,R/R multiple myeloma,BCMA CAR-T — approved 2021; KarMMa trial,PMID:33626253
MM,,TNFRSF17,target,belantamab mafodotin,ADC,approved,approved_later_line,later_line_approved,confirm prior therapies and indication-specific eligibility,R/R multiple myeloma,BCMA MMAF ADC — approved 2024; DREAMM-7 / DREAMM-8,PMID:31859245
MM,,GPRC5D,target,talquetamab,bispecific,approved,approved_later_line,later_line_approved,confirm prior therapies and indication-specific eligibility,R/R multiple myeloma,GPRC5D x CD3 bispecific — approved 2023; MonumenTAL-1 trial,PMID:36507686
MM,,CD38,target,daratumumab,antibody,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,multiple myeloma (multiple lines),Anti-CD38 — approved newly-diagnosed + relapsed; MAIA/CASTOR/POLLUX,PMID:27705267
MM,,CD38,target,isatuximab,antibody,approved,approved_later_line,later_line_approved,confirm prior therapies and indication-specific eligibility,R/R multiple myeloma,Anti-CD38 — approved with pom+dex (ICARIA-MM) and with carfil+dex (IKEMA),PMID:31735560
MM,,SLAMF7,target,elotuzumab,antibody,approved,approved_later_line,later_line_approved,confirm prior therapies and indication-specific eligibility,R/R multiple myeloma,Anti-SLAMF7 — approved with lenalidomide+dex; ELOQUENT-2,PMID:26035255
MM,,BCL2,target,venetoclax,small_molecule,phase_3,late_clinical,late_clinical,late-clinical follow-up; confirm trial or local availability,t(11;14) R/R MM,BCL2 inhibitor — CANOVA trial in t(11;14) subset,PMID:30076373
CLL,,MS4A1,biomarker,,,,,,,,CD20 — pan-B-cell; rituximab / obinutuzumab target,PMID:32482755
CLL,,CD5,biomarker,,,,,,,,Aberrant T-cell marker — defining CLL phenotype (CD5+ CD23+ CD20-dim),PMID:29024461
CLL,,CD23,biomarker,,,,,,,,FCER2 — CLL diagnostic IHC; distinguishes from MCL (CD23-),PMID:29024461
CLL,,IGHV,biomarker,,,,,,,,Unmutated IGHV (U-CLL) — poor prognosis; mutated (M-CLL) — favorable,PMID:10477712
CLL,,TP53,biomarker,,,,,,,,del(17p) or TP53 mutation — highest-risk; venetoclax + BTK-inhibitor preferred,PMID:37606492
CLL,,NOTCH1,biomarker,,,,,,,,Recurrent mutation — mutated IGHV independence; ATM subset,PMID:22150006
CLL,,BTK,target,ibrutinib,small_molecule,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,CLL first-line + R/R,First-in-class BTK inhibitor — RESONATE / RESONATE-2,PMID:26639149
CLL,,BTK,target,acalabrutinib,small_molecule,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,CLL first-line + R/R,Second-gen BTK inhibitor — improved selectivity / tolerability; ELEVATE-RR/TN,PMID:32305093
CLL,,BTK,target,zanubrutinib,small_molecule,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,CLL first-line + R/R,Second-gen BTK inhibitor — SEQUOIA / ALPINE trials,PMID:36511784
CLL,,BTK,target,pirtobrutinib,small_molecule,approved,approved_later_line,later_line_approved,confirm prior therapies and indication-specific eligibility,R/R CLL after covalent BTK-i,Non-covalent BTK-i — overcomes C481 resistance; BRUIN,PMID:37407001
CLL,,BCL2,target,venetoclax,small_molecule,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,CLL first-line + R/R,BCL2 inhibitor — ven+obinutuzumab (CLL14) or ven+ibrutinib (CAPTIVATE),PMID:32888452
CLL,,MS4A1,target,obinutuzumab,antibody,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,previously untreated CLL,Anti-CD20 type II — replaces rituximab in several CLL regimens; CLL11,PMID:32888452
MCL,,CCND1,biomarker,,,,,,,,t(11;14) CCND1-IGH — pathognomonic for MCL; cyclin D1 overexpression,PMID:28561694
MCL,,SOX11,biomarker,,,,,,,,Expressed in ~95% MCL — defines classical MCL; distinguishes from CLL,PMID:24145648
MCL,,TP53,biomarker,,,,,,,,Mutation / del(17p) — blastoid variant; chemorefractory,PMID:24145436
MCL,,BTK,target,ibrutinib,small_molecule,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,R/R MCL,BTK inhibitor — first-line MCL after chemo; LYM-3002,PMID:23782157
MCL,,BTK,target,acalabrutinib,small_molecule,approved,approved_later_line,later_line_approved,confirm prior therapies and indication-specific eligibility,R/R MCL,Second-gen BTK-i — more selective; approval basis ACE-LY-004,PMID:29241979
MCL,,BTK,target,zanubrutinib,small_molecule,approved,approved_later_line,later_line_approved,confirm prior therapies and indication-specific eligibility,R/R MCL,Second-gen BTK-i — approved 2019,PMID:32461234
MCL,,CD19,target,brexucabtagene autoleucel (brexu-cel),CAR-T,approved,approved_later_line,later_line_approved,confirm prior therapies and indication-specific eligibility,R/R MCL,CD19 CAR-T — approved 2020; ZUMA-2 trial,PMID:36753699
MCL,,BCL2,target,venetoclax,small_molecule,phase_2,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,R/R MCL,"BCL2 inhibitor — activity in R/R MCL, especially with ibrutinib combo",PMID:29590547
HL,,TNFRSF8,biomarker,,,,,,,,CD30 — Reed-Sternberg / Hodgkin lineage; brentuximab-vedotin target,PMID:39904647
HL,,PDCD1LG2,biomarker,,,,,,,,PD-L2 — commonly amplified 9p24.1 in cHL with PD-L1 co-amp,PMID:27069084
HL,,CD274,biomarker,,,,,,,,PD-L1 — 9p24.1 amplification characteristic of cHL; IO sensitivity,PMID:27069084
HL,,TNFRSF8,target,brentuximab vedotin,ADC,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,CD30+ Hodgkin + PTCL,Anti-CD30 MMAE ADC — first-line AVD (ECHELON-1) + R/R,PMID:29224502
HL,,PDCD1,target,nivolumab,antibody,approved,approved_later_line,later_line_approved,confirm prior therapies and indication-specific eligibility,R/R classic Hodgkin,Anti-PD1 — CheckMate-205; approved R/R cHL,PMID:25482239
HL,,PDCD1,target,pembrolizumab,antibody,approved,approved_later_line,later_line_approved,confirm prior therapies and indication-specific eligibility,R/R classic Hodgkin,Anti-PD1 — KEYNOTE-204 (vs brentuximab),PMID:33721562
B_ALL,,CD19,biomarker,,,,,,,,Pan-B-cell surface — blinatumomab + tisa-cel epitope; near-universal in B-ALL,PMID:28249141
B_ALL,,CD22,biomarker,,,,,,,,Pan-B-cell surface — inotuzumab / moxetumomab epitope,PMID:27292104
B_ALL,,CD20,biomarker,,,,,,,,Variable expression in B-ALL — rituximab candidate in CD20+ subset,PMID:32600932
B_ALL,,BCR,biomarker,,,,,,,,BCR-ABL1 (Philadelphia chromosome) — TKI-eligible subset (~25% adult),PMID:37438208
B_ALL,,BCR,target,imatinib + chemo,small_molecule,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,Ph+ (BCR-ABL1) B-ALL,First-gen BCR-ABL TKI — added to induction for Ph+ B-ALL,PMID:19805687
B_ALL,,BCR,target,ponatinib + chemo,small_molecule,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,Ph+ B-ALL (incl T315I),Third-gen BCR-ABL TKI — active against T315I; PhALLCON trial,PMID:38722621
B_ALL,,CD19,target,blinatumomab,bispecific,approved,approved_later_line,later_line_approved,confirm prior therapies and indication-specific eligibility,R/R B-ALL + MRD+ B-ALL,CD19 x CD3 BiTE — approved 2014 R/R; 2018 MRD+ setting,PMID:28249141
B_ALL,,CD19,target,tisagenlecleucel (tisa-cel),CAR-T,approved,approved_later_line,later_line_approved,confirm prior therapies and indication-specific eligibility,R/R pediatric / young adult B-ALL,CD19 CAR-T — first-of-kind FDA approval 2017,PMID:29385370
B_ALL,,CD19,target,brexucabtagene autoleucel (brexu-cel),CAR-T,approved,approved_later_line,later_line_approved,confirm prior therapies and indication-specific eligibility,R/R adult B-ALL,CD19 CAR-T — approved 2021; ZUMA-3 trial,PMID:34097852
B_ALL,,CD22,target,inotuzumab ozogamicin,ADC,approved,approved_later_line,later_line_approved,confirm prior therapies and indication-specific eligibility,R/R B-ALL,CD22 calicheamicin ADC — approved 2017; INO-VATE trial,PMID:27292104
SARC_OS,,RB1,biomarker,,,,,,,,Loss (~50%) — tumor suppressor; germline RB1 loss predisposes to OS,PMID:24703847
SARC_OS,,TP53,biomarker,,,,,,,,Mutation / Li-Fraumeni germline — ubiquitous driver,PMID:24703847
SARC_OS,,ATRX,biomarker,,,,,,,,Loss — ALT telomere-maintenance phenotype,PMID:24703847
SARC_OS,,MDM2,biomarker,,,,,,,,Amplification in parosteal OS variant — MDM2-p53 axis,PMID:9989829
SARC_OS,,CDK4,biomarker,,,,,,,,Co-amplified with MDM2 in parosteal OS; palbociclib rationale,PMID:9989829
SARC_OS,,RUNX2,biomarker,,,,,,,,Osteoblast master TF — lineage marker; retained in OS tumors,
SARC_OS,,COL1A1,biomarker,,,,,,,,Osteoid matrix production — tumor-intrinsic (not TME) in OS,
SARC_OS,,B4GALNT1,biomarker,,,,,,,,B4GALNT1 (GD2/GM2 synthase) — surface GD2 expression in osteosarcoma; dinutuximab-relevant antigen,PMID:35809374
SARC_OS,,B4GALNT1,target,dinutuximab,antibody,phase_2,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,advanced / metastatic OS,Anti-GD2 — AOST1421 trial; active in subset,PMID:35809374
SARC_OS,,ERBB2,target,trastuzumab deruxtecan,ADC,phase_2,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,HER2-expressing OS,Trastuzumab + chemo backbone trials in HER2+ OS,PMID:33303017
SARC_OS,,IGF1R,target,ganitumab + chemo,antibody,phase_2,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,metastatic OS,IGF1R inhibitor — SARC021 + AEWS1221 trials,PMID:24797726
SARC_OS,,VEGFA,target,cabozantinib,small_molecule,phase_2,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,R/R OS,CABONE / CABOSARC trials — activity documented,PMID:32078813
SARC_EWS,,EWSR1,biomarker,,,,,,,,EWSR1 fusion partner — defines Ewing family; translocation partner FLI1 (most) / ERG (~10%),PMID:24293381
SARC_EWS,,FLI1,biomarker,,,,,,,,EWSR1-FLI1 fusion — pathognomonic; EWS master driver,PMID:24293381
SARC_EWS,,ERG,biomarker,,,,,,,,EWSR1-ERG fusion in ~10% — alternative to FLI1; indistinguishable clinically,PMID:24293381
SARC_EWS,,CD99,biomarker,,,,,,,,MIC2 — diffuse membrane IHC; diagnostic for Ewing,PMID:1848471
SARC_EWS,,NKX2-2,biomarker,,,,,,,,Downstream EWS-FLI1 target; diagnostic IHC,PMID:22446943
SARC_EWS,,STAG2,biomarker,,,,,,,,Recurrent loss in Ewing — cohesin complex; poor prognosis subset,PMID:25223734
SARC_EWS,,IGF1R,target,ganitumab,antibody,phase_3,late_clinical,late_clinical,late-clinical follow-up; confirm trial or local availability,high-risk EWS,AEWS1221 phase 3 — IGF1R inhibitor + VDC/IE in high-risk EWS,PMID:36669140
SARC_EWS,,ERG,target,TK216,small_molecule,phase_2,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,R/R EWS,EWS-FLI1 direct inhibitor (small molecule) — phase 2 trials,PMID:38954782
SARC_EWS,,KDM1A,target,seclidemstat,small_molecule,phase_1,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,R/R Ewing,LSD1 inhibitor — EWS-FLI1-dependent program,PMID:34453478
SARC_EWS,,PRAME,target,IMA203,TCR-T,phase_2,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,PRAME+ HLA-A*02+ Ewing,PRAME-directed TCR-T in EWS-expressing samples,PMID:40205198
SARC_RMS_ERMS,,MYOD1,biomarker,,,,,,,,Myogenic regulatory factor — embryonal skeletal-muscle program; diagnostic IHC,PMID:16861966
SARC_RMS_ERMS,,MYOG,biomarker,,,,,,,,Myogenin — downstream MYOD1; focal IHC pattern (vs diffuse in ARMS),PMID:16861966
SARC_RMS_ERMS,,DES,biomarker,,,,,,,,Desmin — skeletal-muscle lineage IHC,PMID:16861966
SARC_RMS_ERMS,,NRAS,biomarker,,,,,,,,Recurrent activating mutation in ERMS — RAS-pathway driver,PMID:24436047
SARC_RMS_ERMS,,TYMS,target,vincristine + actinomycin + cyclophosphamide (VAC),small_molecule,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,ERMS first-line,VAC is pediatric RMS chemotherapy backbone — IRS/COG trials,PMID:10856103
SARC_RMS_ARMS,,FOXO1,biomarker,,,,,,,,PAX3-FOXO1 or PAX7-FOXO1 fusion — pathognomonic for fusion-positive RMS,PMID:33216382
SARC_RMS_ARMS,,PAX3,biomarker,,,,,,,,Majority PAX3-FOXO1 variant — worst prognosis,PMID:33216382
SARC_RMS_ARMS,,PAX7,biomarker,,,,,,,,PAX7-FOXO1 variant — better prognosis than PAX3,PMID:33216382
SARC_RMS_ARMS,,MYOG,biomarker,,,,,,,,Diffuse myogenin IHC (vs focal in ERMS) — diagnostic,PMID:16861966
SARC_RMS_ARMS,,FGFR4,biomarker,,,,,,,,Recurrent activating mutation in fusion-negative RMS — erdafitinib candidate,PMID:24436047
SARC_RMS_ARMS,,FGFR4,target,erdafitinib,small_molecule,phase_2,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,FGFR4-mut fusion-neg RMS,FGFR-selective TKI — activity in FGFR-altered tumors,PMID:19809159
WILMS,,WT1,biomarker,,,,,,,,Wilms tumor gene — recurrent loss; metanephric lineage,PMID:23117548
WILMS,,CTNNB1,biomarker,,,,,,,,Activating mutation — Wnt pathway; co-occurs with WT1 mutation,PMID:23117548
WILMS,,AMER1,biomarker,,,,,,,,Loss — Wnt-pathway component; recurrent,PMID:23117548
WILMS,,TP53,biomarker,,,,,,,,Anaplastic variant — poor prognosis; chemo-resistant,PMID:25313908
WILMS,,DROSHA,biomarker,,,,,,,,Recurrent mutation — miRNA biogenesis; WT-specific,PMID:24909177
WILMS,,DGCR8,biomarker,,,,,,,,Recurrent mutation — miRNA biogenesis; WT-specific,PMID:24909177
WILMS,,TYMS,target,vincristine + actinomycin + doxorubicin,small_molecule,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,favorable-histology Wilms,COG / SIOP chemo backbone — risk-stratified intensity,PMID:29659330
NBL,,MYCN,biomarker,,,,,,,,Amplification — defines high-risk NBL; single strongest prognostic biomarker,PMID:4047115
NBL,,ALK,biomarker,,,,,,,,Activating mutation or amplification — ~10% NBL; crizotinib / lorlatinib rationale,PMID:18724359
NBL,,ATRX,biomarker,,,,,,,,Loss — ALT phenotype; older-age NBL subset,PMID:22367537
NBL,,PHOX2B,biomarker,,,,,,,,Sympathetic-nervous-system lineage TF — pan-NBL IHC,PMID:28986989
NBL,,TH,biomarker,,,,,,,,Tyrosine hydroxylase — catecholamine synthesis; neuroblastic IHC,PMID:28986989
NBL,,B4GALNT1,biomarker,,,,,,,,GD2 synthase — surface GD2 near-universal in NBL,PMID:40943355
NBL,,B4GALNT1,target,dinutuximab,antibody,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,high-risk NBL,Anti-GD2 + GM-CSF / IL2 — approved first-line maintenance,PMID:20879881
NBL,,B4GALNT1,target,naxitamab,antibody,approved,approved_later_line,later_line_approved,confirm prior therapies and indication-specific eligibility,R/R high-risk NBL (bone / marrow),Anti-GD2 humanized — approved 2020,PMID:35397431
NBL,,ALK,target,lorlatinib,small_molecule,phase_2,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,ALK-mut NBL,Third-gen ALK TKI — NANT trial in R/R ALK-altered NBL,PMID:37343514
NBL,,ALK,target,crizotinib,small_molecule,phase_1,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,ALK-mut NBL,First-gen ALK TKI — pediatric trials in ALK-altered NBL,PMID:33568345
NBL,,MYCN,target,aurora A kinase inhibitors,small_molecule,phase_1,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,MYCN-amp NBL,Aurora-A stabilises MYCN — alisertib / LY3295668 trials,PMID:30153557
MBL,,MYC,biomarker,,,,,,,,Amplification — defines Group 3 MBL; worst prognosis,PMID:22265402
MBL,,MYCN,biomarker,,,,,,,,Amplification — subset of Group 4 + SHH-TP53-mut MBL,PMID:22265402
MBL,,CTNNB1,biomarker,,,,,,,,Activating mutation — WNT subgroup; best prognosis,PMID:22265402
MBL,,PTCH1,biomarker,,,,,,,,Germline or somatic loss — SHH subgroup; vismodegib candidate,PMID:22265402
MBL,,SMO,biomarker,,,,,,,,Activating mutation — SHH subgroup; vismodegib target,PMID:22265402
MBL,,TP53,biomarker,,,,,,,,Germline (Li-Fraumeni) — SHH subgroup high-risk anaplastic variant,PMID:24493713
MBL,,SMO,target,vismodegib,small_molecule,phase_2,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,SHH-subgroup MBL,Smoothened inhibitor — SHH-specific activity; limited pediatric approval,PMID:24493713
MBL,,TYMS,target,cisplatin + CCNU + vincristine,small_molecule,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,newly-diagnosed MBL,Standard-risk / high-risk backbone — Packer regimen,PMID:16943538
ATRT,,SMARCB1,biomarker,,,,,,,,Biallelic loss — pathognomonic for ATRT (and non-CNS RT),PMID:9671307
ATRT,,VIM,biomarker,,,,,,,,Mesenchymal marker — frequently expressed in rhabdoid tumors,
ATRT,,EZH2,target,tazemetostat,small_molecule,phase_2,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,R/R SMARCB1-deficient ATRT,EZH2 inhibitor — SMARCB1-loss synthetic-lethal; pediatric trials,PMID:37541451
ATRT,,TYMS,target,intensive chemo + radiation,small_molecule,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,newly-diagnosed ATRT,Multi-agent pediatric regimens — no single-agent backbone,PMID:32402552
RB,,RB1,biomarker,,,,,,,,Biallelic inactivation — defines retinoblastoma; germline or somatic,PMID:37658463
RB,,MYCN,biomarker,,,,,,,,Amplification in rare RB1-wildtype variant — distinct entity,PMID:37191489
RB,,TYMS,target,intra-arterial melphalan,small_molecule,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,advanced unilateral RB (globe salvage),Intra-arterial chemotherapy — globe-preservation standard,PMID:31103993
RB,,TYMS,target,carboplatin + etoposide + vincristine,small_molecule,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,bilateral / recently-diagnosed RB,Systemic chemoreduction — first-line bilateral RB,PMID:8906023
HEPB,,CTNNB1,biomarker,,,,,,,,Activating mutation — Wnt-pathway driver in ~70% hepatoblastoma,PMID:25135868
HEPB,,AFP,biomarker,,,,,,,,Alpha-fetoprotein — near-universal serum elevation in hepatoblastoma,
HEPB,,TP53,biomarker,,,,,,,,Rare in HEPB — high-risk subset; hepatocellular carcinoma overlap,PMID:25135868
HEPB,,TYMS,target,cisplatin + doxorubicin (PLADO),small_molecule,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,newly-diagnosed HEPB,International cooperative backbone — SIOPEL / COG regimens,PMID:14746860
NET_PANCREAS,,MEN1,biomarker,,,,,,,,Most common driver — ~45% panNETs; MEN1 syndrome predisposition,PMID:21252315
NET_PANCREAS,,ATRX,biomarker,,,,,,,,Loss — ALT phenotype; associated with larger tumors / worse prognosis,PMID:21252315
NET_PANCREAS,,DAXX,biomarker,,,,,,,,Loss — alternative to ATRX; ALT/chromatin axis,PMID:21252315
NET_PANCREAS,,MTOR,biomarker,,,,,,,,Pathway activation frequent — everolimus rationale,PMID:21306238
NET_PANCREAS,,CHGA,biomarker,,,,,,,,Chromogranin A — serum marker + NE lineage IHC,PMID:22584714
NET_PANCREAS,,SYP,biomarker,,,,,,,,Synaptophysin — NE lineage IHC,PMID:22584714
NET_PANCREAS,,SSTR2,biomarker,,,,,,,,Somatostatin receptor 2 — octreotide / 177Lu-DOTATATE target,PMID:28076709
